author_id,tweet_id,retweet_count,favourite_count,reply_count,quote_count,followers_count,friends_count,statuses_count,access,screen_name,name,description,profile_image_url,user_lang,location,url
326003773,991708914029940736,9,9,1,0,258891,34,5659,2018-05-02 16:05:08,osimsek_herkul,Osman Şimşek,Hem asıl hem de yedek hesaplarım diktatörlük tarafından Türkiye'de engellendi. Paylaşımlarımı https://t.co/dBnlON7APS üzerinden takip edebilirsiniz.,http://pbs.twimg.com/profile_images/764635441945579524/SNyfig3b_normal.jpg,en,"Saylorsburg, PA, USA",
849368218326138880,991710188418813954,0,0,0,0,48,157,4107,2018-05-02 16:05:08,Rnsnrn111,Rana,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,
954124423,991707064283156480,60,75,19,2,217643,5887,47228,2018-05-02 16:11:03,AmyMek,Amy Mek,"God, Family & Country; Sports Fitness & Vegan; Psychotherapist & Fixer; I Fight 4 the Wrongfully Incarcerated & Animals #RAIR #RAIRFoundation #NRA #Trump 🇺🇸",http://pbs.twimg.com/profile_images/677625882924699650/nIWmm6ug_normal.jpg,en,NYC,http://rairfoundation.com
1017662618,991711677384142853,0,0,0,0,977,975,26421,2018-05-02 16:11:03,Im1sparrow,Sparrow,"A Christian Man By Gods Mercy & Grace, By The Blood of Jesus His Son. To All who have Served our Great Country, America, and to Your Families, Thank You !",http://pbs.twimg.com/profile_images/3385704944/031d995e59f56ff1e745ce8d5ab5c268_normal.png,en,,
812656050960732161,991683366671052801,1,5,2,0,1802,163,13375,2018-05-02 16:14:09,klmznnnnn,Dilek,ortağı olmuşuz düzeneğin...,http://pbs.twimg.com/profile_images/991102006466146304/jVStgqMD_normal.jpg,tr,,
597769317,991712457528836097,0,0,0,0,40268,5424,61069,2018-05-02 16:14:09,GelBahar1,Acz-i Mutlak,"Hiç bir şey yoktur ki, O 'nu hamd ile beraber tesbih (tenzih) ediyor bulunmasın. İsra Suresi, 17 / 44 Seyyit Kutup:",http://pbs.twimg.com/profile_images/943725507874566144/Bnt0BMXN_normal.jpg,tr,Mümin münafıktan özür dilemez.,
828627471608184832,991712671446847494,0,0,0,0,1049,1647,23080,2018-05-02 16:15:00,anderbot_,Anders Breivik,Defender of Europe,http://pbs.twimg.com/profile_images/828628222023712768/U-4vbd2X_normal.jpg,en,,
2252893931,991150407463374848,45,29,0,1,22204,13456,41972,2018-05-02 16:16:33,NecdatG,Necdet💧نجدت,,http://pbs.twimg.com/profile_images/814092734613090308/BwiCMX2R_normal.jpg,de,Türkiye,
825682538416971778,991713061542211584,0,0,0,0,2130,514,13856,2018-05-02 16:16:33,_NecdetG,Necdet 💧,"“Ümitvâr olunuz, şu istikbal inkilabatı içinde en yüksek, gür sadâ İslam’ın sadâsı olacaktır.”",http://pbs.twimg.com/profile_images/974990303898816512/GOzfqHBM_normal.jpg,de,,
833263613276200962,968061890344693760,38,114,5,1,7188,7142,9080,2018-05-02 16:18:40,__HijabKhan,Hijab 🇵🇰,‏پاکستان ایک عشق ایک جنون...!!!💕                                                                original account 👉 @_HijabKhan,http://pbs.twimg.com/profile_images/987731528313638913/8gWjOr9s_normal.jpg,en,اسلامی جمہوریہ پاکستان ,
982669803444940800,991713594202099713,0,0,0,0,445,1163,4481,2018-05-02 16:18:40,ch_hassansaeed1,hasan,"🌴Muslim 💫 #Pakistan🇵🇰   Human  💝. (if ur tweets r interested follow back chances: 99%) This Account is Official , Archive Tweets  Account  :@ch_hassansaeed",http://pbs.twimg.com/profile_images/982671921698562049/5EMZW4XT_normal.jpg,en,"Islamabad, Pakistan",
18118505,990386281288028160,32,41,6,2,23650,453,25762,2018-05-02 16:20:56,barenakedislam,barenakedislam,,http://pbs.twimg.com/profile_images/1027102844/4bc1a413f455279fb410e8089048c4e2_normal.jpeg,en,,http://barenakedislam.com
4866566489,991714164619071488,0,0,0,0,133,84,64312,2018-05-02 16:20:56,Gil00006,Gil,Aries,http://pbs.twimg.com/profile_images/698690509188030465/aqDb5c9U_normal.jpg,en,U.S.A.,
954124423,991704664403046400,270,180,58,31,217643,5887,47227,2018-05-02 16:22:56,AmyMek,Amy Mek,"God, Family & Country; Sports Fitness & Vegan; Psychotherapist & Fixer; I Fight 4 the Wrongfully Incarcerated & Animals #RAIR #RAIRFoundation #NRA #Trump 🇺🇸",http://pbs.twimg.com/profile_images/677625882924699650/nIWmm6ug_normal.jpg,en,NYC,http://rairfoundation.com
932250638439854080,991714667960643584,0,0,0,0,296,276,7373,2018-05-02 16:22:56,infidelchloe,Chloe,"Female, engaged, atheist, conservative.",http://pbs.twimg.com/profile_images/947479112343572482/gu7bX735_normal.jpg,en,,
4764985268,991570087474745344,210,554,10,3,72642,33,48589,2018-05-02 16:29:24,aklingozu,Aklın Gözü,"Yeryüzünde ne yazıldıysa insan yazdı, ne söylendiyse insan söyledi. || Dikkat: Hesap çokça zincir içerir.||  Polemiğe girilmez. Yedek Hesap: @aklingozuyedek",http://pbs.twimg.com/profile_images/739911319017693184/sUni1Gvn_normal.jpg,en,,http://mastodon.social/@aklingozu
831869357240221697,991716295333830658,0,0,0,0,182,564,5664,2018-05-02 16:29:24,mubariz_halilov,Mubariz Halilov,,http://pbs.twimg.com/profile_images/964574645470015488/yYXhwza9_normal.jpg,tr,Türkiye,
813914393788481540,991644298209906688,54,163,31,5,14051,315,19309,2018-05-02 16:29:59,Nature_and_Race,Racial Consciousness,"National Socialism is the reawakening of mankind's consciousness of Nature. -- A sincere thank you to everyone who follows, likes, and retweets my posts.",http://pbs.twimg.com/profile_images/964120931806228480/hc0qERb-_normal.jpg,en,,https://natureandrace.blogspot.com/
828288871075086336,991716442113527808,0,0,0,0,307,275,31079,2018-05-02 16:29:59,TRUMPLICAN_2017,sterling,,http://pbs.twimg.com/profile_images/828960706531778561/KediRIvv_normal.jpg,en,"Texas, USA",
869193235918454786,982702283459788800,595,1048,10,14,62082,0,494,2018-05-02 16:48:05,offensivemem3s_,Offensive Memes,DM me memes - offensive - i own no content posted - DM for removel,http://pbs.twimg.com/profile_images/875464015337730048/Cta3L18Q_normal.jpg,en,,
426409144,991720997140099072,0,0,0,0,382,313,31259,2018-05-02 16:48:05,frdaushsbullah_,Ausssshhhhh,Everything I've loved became everything I lost #ynwa #gkg,http://pbs.twimg.com/profile_images/941540334495920128/sQr6DkOY_normal.jpg,en,Negara korupsi,
782992706616393729,991721349449158656,0,0,0,0,196,60,5006,2018-05-02 16:49:29,StephenLandser,Stephen Landser,"Producer of Billy Ropers , The Roper Report: https://audiomack.com/artist/pbrpodcast",http://pbs.twimg.com/profile_images/950060094301106176/06kSmeML_normal.jpg,en,"Wisconsin, USA",
954124423,991704664403046400,452,315,90,54,217650,5887,47228,2018-05-02 16:55:46,AmyMek,Amy Mek,"God, Family & Country; Sports Fitness & Vegan; Psychotherapist & Fixer; I Fight 4 the Wrongfully Incarcerated & Animals #RAIR #RAIRFoundation #NRA #Trump 🇺🇸",http://pbs.twimg.com/profile_images/677625882924699650/nIWmm6ug_normal.jpg,en,NYC,http://rairfoundation.com
227778796,991722930718564352,0,0,0,0,507,332,6948,2018-05-02 16:55:46,packer812,packer812,Italian/Norwegian Brit.🇮🇹🇳🇴🇬🇧🇺🇸 RT or Follow does not  necessarliy mean endorsement.,http://pbs.twimg.com/profile_images/950024771231797248/zOgvWk-p_normal.jpg,en,,
365854454,991723996054937601,0,0,0,0,47071,1132,266108,2018-05-02 17:00:00,SBOBET,SBOBET,"A place for Trust, Value and Speed. Followers must be 18+. Gamble responsibly. http://www.gamcare.org.uk",http://pbs.twimg.com/profile_images/984294483373125632/-4FMuLL9_normal.jpg,en,,http://SBOBET.com
213555363,991724352595996672,0,0,0,0,266,993,5155,2018-05-02 17:01:25,14words4ever,Aryan Star,I Believe in 14 words! Die Zeit ist reif für den NATIONALEN WIDERSTAND!  ERLEBNISORIENTIERTER REMIGRATIONSHELFER!,http://pbs.twimg.com/profile_images/1251553020/220px-Black_Sun.svg_normal.png,de,"Moskau, Russland",
326003773,991708914029940736,93,56,5,1,259066,34,5659,2018-05-02 17:01:50,osimsek_herkul,Osman Şimşek,Hem asıl hem de yedek hesaplarım diktatörlük tarafından Türkiye'de engellendi. Paylaşımlarımı https://t.co/dBnlON7APS üzerinden takip edebilirsiniz.,http://pbs.twimg.com/profile_images/764635441945579524/SNyfig3b_normal.jpg,en,"Saylorsburg, PA, USA",
924171577,991724457445265408,0,0,0,0,505,515,6733,2018-05-02 17:01:50,balci_meryem,BALCI  Meryem,La tolérance est le seul remède contre la diversité des opinions.,http://pbs.twimg.com/profile_images/922011463748931589/LE5bhm7v_normal.jpg,fr,FRANCE,
869193235918454786,991314489885839360,2351,3878,8,58,62103,0,494,2018-05-02 17:02:02,offensivemem3s_,Offensive Memes,DM me memes - offensive - i own no content posted - DM for removel,http://pbs.twimg.com/profile_images/875464015337730048/Cta3L18Q_normal.jpg,en,,
2959431927,991724507772710915,0,0,0,0,396,180,21247,2018-05-02 17:02:02,poetnocrlh,meritoeri,i'm under construction | 1922 ⚫⚪,http://pbs.twimg.com/profile_images/985518417733193728/UUPSZtf7_normal.jpg,pt,algures por aí,https://www.instagram.com/hritzh/?hl=pt
326003773,991708914029940736,102,59,5,1,259066,34,5659,2018-05-02 17:07:12,osimsek_herkul,Osman Şimşek,Hem asıl hem de yedek hesaplarım diktatörlük tarafından Türkiye'de engellendi. Paylaşımlarımı https://t.co/dBnlON7APS üzerinden takip edebilirsiniz.,http://pbs.twimg.com/profile_images/764635441945579524/SNyfig3b_normal.jpg,en,"Saylorsburg, PA, USA",
937391743678517249,991725808006893569,0,0,0,0,190,115,13767,2018-05-02 17:07:12,nazimkarayel19,Nazım KARAYEL,,http://pbs.twimg.com/profile_images/948689973217255428/fFeMM2KR_normal.jpg,tr,,
92460378,991724707799076865,12,11,0,0,94708,2447,181867,2018-05-02 17:08:05,yagizefe,FUAT BARAN,Writer and journalist (Gazeteci-Yazar) Facebook https://www.facebook.com/fuatbaran01 fuatbaran01@gmail.com Destekleriniz için https://www.patreon.com/FuatBaran,http://pbs.twimg.com/profile_images/980829217230290944/Upip9Hae_normal.jpg,en,,http://www.yenihamle.com
905403389466509313,991726030296580096,0,0,0,0,170,28,7965,2018-05-02 17:08:05,AyeOzturk14,Ayşe Ozturk,,http://pbs.twimg.com/profile_images/905661394959216640/dJ_3RcIr_normal.jpg,tr,,
326003773,991708914029940736,104,60,5,1,259066,34,5659,2018-05-02 17:10:15,osimsek_herkul,Osman Şimşek,Hem asıl hem de yedek hesaplarım diktatörlük tarafından Türkiye'de engellendi. Paylaşımlarımı https://t.co/dBnlON7APS üzerinden takip edebilirsiniz.,http://pbs.twimg.com/profile_images/764635441945579524/SNyfig3b_normal.jpg,en,"Saylorsburg, PA, USA",
2243345659,991726575560388610,0,0,0,0,561,1741,11733,2018-05-02 17:10:15,al9ebraist,Group Theorist,,http://pbs.twimg.com/profile_images/456986909789532160/fyQ2TvRS_normal.jpeg,en,,
49946953,991693417624334342,7,13,1,0,53729,7064,226007,2018-05-02 17:12:51,Hevallo,Defend Afrin!,Kurdistan Solidarity Campaign Mark@KurdistanSolidarityCampaign.org,http://pbs.twimg.com/profile_images/974564177892315137/ixf9OWcu_normal.jpg,en,International,https://www.facebook.com/KurdistanSolidarityCampaign?pnref=story
954229325892608000,991727229876006915,0,0,0,0,12,78,932,2018-05-02 17:12:51,ToneDeWolf1,Tone De Wolf,,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,en,,
478170193,991358988536119296,336,161,9,6,71694,216,16404,2018-05-02 17:16:05,ismailcingoz1,İsmail Cingöz,"kendini birşey zannettiği günlerden muzdarip; düz, dümdüz sıradan bir insan olduğunu idrak etme gayretinde....",http://pbs.twimg.com/profile_images/928213965829820416/nPdoWYww_normal.jpg,tr,,
982701088372592642,991728043566780418,0,0,0,0,82,140,1895,2018-05-02 17:16:05,KayaHeya,Hülya Kaya,,http://pbs.twimg.com/profile_images/982723477231800325/ilKdt0SO_normal.jpg,tr,"Altstadt-Nord, Köln",
2596413645,991719202208690177,114,148,31,13,103415,7963,155097,2018-05-02 17:16:09,carrieksada,Carrie ❤️ America 🇺🇸,"“To disarm the people, is the best and most effectual way to enslave them” ~ George Mason #2ADefenders #NRA #MAGA #KeepAmericaGreat #CCOT #VetsFirst",http://pbs.twimg.com/profile_images/974741035669585920/-hDq76yF_normal.jpg,en,"California, USA",
314024921,991728060369121280,0,0,0,0,3569,5001,198215,2018-05-02 17:16:09,SalomnM,Salomón Manrique,"Asesor Inmobiliario,desde 1984 orientado en la compraventa de bienes inmuebles en Remate,ante la Administración Judicial o la DIAN.Ubicación de Inmuebles.",http://pbs.twimg.com/profile_images/907683030927585280/mQQY5_nf_normal.jpg,es,Villavicencio(Meta),http://page.is/salomnm
2596413645,991727699344244736,6,7,0,0,103415,7963,155097,2018-05-02 17:17:07,carrieksada,Carrie ❤️ America 🇺🇸,"“To disarm the people, is the best and most effectual way to enslave them” ~ George Mason #2ADefenders #NRA #MAGA #KeepAmericaGreat #CCOT #VetsFirst",http://pbs.twimg.com/profile_images/974741035669585920/-hDq76yF_normal.jpg,en,"California, USA",
26900055,991728303613661184,0,0,0,0,168103,26889,281193,2018-05-02 17:17:07,DrMartyFox,Dr. Marty Fox,Father Grandfather Husband Conservative Patriot Plastic Surgeon Former & Occasional Talk Show Host,http://pbs.twimg.com/profile_images/815578969026285568/6IOjNoK3_normal.jpg,en,,
2596413645,991719202208690177,124,153,34,13,103415,7963,155097,2018-05-02 17:20:10,carrieksada,Carrie ❤️ America 🇺🇸,"“To disarm the people, is the best and most effectual way to enslave them” ~ George Mason #2ADefenders #NRA #MAGA #KeepAmericaGreat #CCOT #VetsFirst",http://pbs.twimg.com/profile_images/974741035669585920/-hDq76yF_normal.jpg,en,"California, USA",
1398840546,991729071162822656,0,0,0,0,3415,4873,48121,2018-05-02 17:20:10,john_abrahamson,John Abrahamson 🇺🇸🇸🇪,#NODACA #ITSAFEILDFORAGAMENOTASTAGEFORFAME #HeavenHighnHelldeep #toxicwaters #SanctuarySanctions #Hollyweird #hROTTENc #FBLie #CloserNation #Shithole,http://pbs.twimg.com/profile_images/914290780122083328/jwwlinLL_normal.jpg,en,North East USA,
954124423,991704664403046400,588,402,118,67,217660,5887,47228,2018-05-02 17:20:29,AmyMek,Amy Mek,"God, Family & Country; Sports Fitness & Vegan; Psychotherapist & Fixer; I Fight 4 the Wrongfully Incarcerated & Animals #RAIR #RAIRFoundation #NRA #Trump 🇺🇸",http://pbs.twimg.com/profile_images/677625882924699650/nIWmm6ug_normal.jpg,en,NYC,http://rairfoundation.com
948731155033067521,991729150879830016,0,0,0,0,1313,1497,18494,2018-05-02 17:20:29,Price7Y,Yvonne Price,Descendant of Lt Michael Schall Sr and Peter Heilman 1776 Revolutionary War Patriots🇱🇷,http://pbs.twimg.com/profile_images/951170295326441472/UP2JIt1J_normal.jpg,en,,
